strategy,height,width,density,n_agents,seed,success,cost,expansions,generated,runtime,reason
cardinal,8,8,0.1,10,2,1,42,8,15,0.0021,solved
learned-linear,8,8,0.1,10,2,1,42,14,27,0.0036,solved
learned-mlp,8,8,0.1,10,2,1,42,14,27,0.0034,solved
first,8,8,0.1,10,3,1,60,122,243,0.0645,solved
random,8,8,0.1,10,3,1,60,275,549,0.1324,solved
earliest,8,8,0.1,10,3,1,60,522,1043,0.2014,solved
most-conflicts,8,8,0.1,10,3,1,60,408,815,0.1624,solved
cardinal,8,8,0.1,10,3,1,60,75,149,0.0345,solved
learned-linear,8,8,0.1,10,3,1,60,51,101,0.0307,solved
learned-mlp,8,8,0.1,10,3,1,60,154,307,0.0846,solved
first,8,8,0.1,10,4,1,63,8,15,0.0021,solved
random,8,8,0.1,10,4,1,63,19,37,0.0044,solved
earliest,8,8,0.1,10,4,1,63,7,13,0.0017,solved
most-conflicts,8,8,0.1,10,4,1,63,19,37,0.0047,solved
cardinal,8,8,0.1,10,4,1,63,8,15,0.0028,solved
learned-linear,8,8,0.1,10,4,1,63,11,21,0.0039,solved
learned-mlp,8,8,0.1,10,4,1,63,7,13,0.0024,solved
first,8,8,0.1,10,5,1,71,111,221,0.0324,solved
random,8,8,0.1,10,5,1,71,95,189,0.0277,solved
earliest,8,8,0.1,10,5,1,71,120,239,0.0346,solved
most-conflicts,8,8,0.1,10,5,1,71,101,201,0.0312,solved
cardinal,8,8,0.1,10,5,1,71,23,45,0.0077,solved
learned-linear,8,8,0.1,10,5,1,71,197,393,0.0612,solved
learned-mlp,8,8,0.1,10,5,1,71,95,189,0.031,solved
first,8,8,0.1,10,6,1,51,26,51,0.0077,solved
random,8,8,0.1,10,6,1,51,18,35,0.0054,solved
earliest,8,8,0.1,10,6,1,51,12,23,0.0038,solved
most-conflicts,8,8,0.1,10,6,1,51,25,49,0.0075,solved
cardinal,8,8,0.1,10,6,1,51,10,19,0.004,solved
learned-linear,8,8,0.1,10,6,1,51,18,35,0.0073,solved
learned-mlp,8,8,0.1,10,6,1,51,12,23,0.0049,solved
first,8,8,0.1,10,7,1,64,60,119,0.016,solved
random,8,8,0.1,10,7,1,64,11,21,0.0038,solved
earliest,8,8,0.1,10,7,1,64,14,27,0.0049,solved
most-conflicts,8,8,0.1,10,7,1,64,10,19,0.0033,solved
cardinal,8,8,0.1,10,7,1,64,9,17,0.0039,solved
learned-linear,8,8,0.1,10,7,1,64,15,29,0.0061,solved
learned-mlp,8,8,0.1,10,7,1,64,12,23,0.0052,solved
first,8,8,0.1,10,8,1,54,32,63,0.0071,solved
random,8,8,0.1,10,8,1,54,55,109,0.0125,solved
earliest,8,8,0.1,10,8,1,54,11,21,0.0026,solved
most-conflicts,8,8,0.1,10,8,1,54,68,135,0.0164,solved
cardinal,8,8,0.1,10,8,1,54,8,15,0.0024,solved
learned-linear,8,8,0.1,10,8,1,54,18,35,0.0056,solved
learned-mlp,8,8,0.1,10,8,1,54,10,19,0.0032,solved
first,8,8,0.1,10,9,1,56,34,67,0.0084,solved
random,8,8,0.1,10,9,1,56,189,377,0.0434,solved
earliest,8,8,0.1,10,9,1,56,159,317,0.0364,solved
most-conflicts,8,8,0.1,10,9,1,56,75,149,0.0169,solved
cardinal,8,8,0.1,10,9,1,56,53,105,0.0182,solved
learned-linear,8,8,0.1,10,9,1,56,53,105,0.0191,solved
learned-mlp,8,8,0.1,10,9,1,56,48,95,0.0179,solved
first,8,8,0.1,10,10,1,63,143,285,0.0408,solved
random,8,8,0.1,10,10,1,63,116,231,0.0388,solved
earliest,8,8,0.1,10,10,1,63,118,234,0.0379,solved
most-conflicts,8,8,0.1,10,10,1,63,124,247,0.0388,solved
cardinal,8,8,0.1,10,10,1,63,30,59,0.0114,solved
learned-linear,8,8,0.1,10,10,1,63,74,147,0.0373,solved
learned-mlp,8,8,0.1,10,10,1,63,52,103,0.0241,solved
first,8,8,0.1,10,11,1,47,27,53,0.0069,solved
random,8,8,0.1,10,11,1,47,67,133,0.0206,solved
earliest,8,8,0.1,10,11,1,47,47,93,0.0134,solved
most-conflicts,8,8,0.1,10,11,1,47,85,169,0.0247,solved
cardinal,8,8,0.1,10,11,1,47,42,83,0.0152,solved
learned-linear,8,8,0.1,10,11,1,47,33,65,0.012,solved
learned-mlp,8,8,0.1,10,11,1,47,108,215,0.0419,solved
first,8,8,0.1,10,12,1,56,15,29,0.0038,solved
random,8,8,0.1,10,12,1,56,44,87,0.0108,solved
earliest,8,8,0.1,10,12,1,56,24,47,0.0056,solved
most-conflicts,8,8,0.1,10,12,1,56,26,51,0.0068,solved
cardinal,8,8,0.1,10,12,1,56,14,27,0.0041,solved
learned-linear,8,8,0.1,10,12,1,56,36,71,0.0116,solved
learned-mlp,8,8,0.1,10,12,1,56,18,35,0.0059,solved
first,8,8,0.1,10,13,1,62,61,121,0.019,solved
random,8,8,0.1,10,13,1,62,1153,2304,0.3399,solved
earliest,8,8,0.1,10,13,1,62,1230,2434,0.333,solved
most-conflicts,8,8,0.1,10,13,1,62,700,1399,0.1794,solved
cardinal,8,8,0.1,10,13,1,62,37,73,0.0167,solved
learned-linear,8,8,0.1,10,13,1,62,208,415,0.1024,solved
learned-mlp,8,8,0.1,10,13,1,62,75,149,0.0374,solved
first,8,8,0.1,10,14,1,64,28,55,0.0074,solved
random,8,8,0.1,10,14,1,64,208,415,0.0514,solved
earliest,8,8,0.1,10,14,1,64,13,25,0.0034,solved
most-conflicts,8,8,0.1,10,14,1,64,71,141,0.0162,solved
cardinal,8,8,0.1,10,14,1,64,11,21,0.0036,solved
learned-linear,8,8,0.1,10,14,1,64,171,341,0.0536,solved
learned-mlp,8,8,0.1,10,14,1,64,110,219,0.0358,solved
first,8,8,0.1,10,15,1,52,3,5,0.0011,solved
random,8,8,0.1,10,15,1,52,3,5,0.0011,solved
earliest,8,8,0.1,10,15,1,52,3,5,0.0011,solved
most-conflicts,8,8,0.1,10,15,1,52,3,5,0.0012,solved
cardinal,8,8,0.1,10,15,1,52,3,5,0.0013,solved
learned-linear,8,8,0.1,10,15,1,52,3,5,0.0016,solved
learned-mlp,8,8,0.1,10,15,1,52,3,5,0.0014,solved
first,8,8,0.1,10,16,1,59,13,25,0.0036,solved
random,8,8,0.1,10,16,1,59,61,121,0.0139,solved
earliest,8,8,0.1,10,16,1,59,92,183,0.0208,solved
most-conflicts,8,8,0.1,10,16,1,59,23,45,0.0056,solved
cardinal,8,8,0.1,10,16,1,59,13,25,0.004,solved
learned-linear,8,8,0.1,10,16,1,59,50,99,0.0141,solved
learned-mlp,8,8,0.1,10,16,1,59,133,265,0.0365,solved
first,8,8,0.1,10,17,1,57,732,1463,0.2355,solved
random,8,8,0.1,10,17,1,57,174,347,0.0395,solved
earliest,8,8,0.1,10,17,1,57,121,241,0.027,solved
most-conflicts,8,8,0.1,10,17,1,57,290,579,0.0743,solved
cardinal,8,8,0.1,10,17,1,57,137,273,0.0363,solved
learned-linear,8,8,0.1,10,17,1,57,152,303,0.0441,solved
learned-mlp,8,8,0.1,10,17,1,57,129,257,0.0396,solved
first,8,8,0.1,10,18,1,58,143,285,0.0495,solved
random,8,8,0.1,10,18,1,58,72,143,0.0228,solved
earliest,8,8,0.1,10,18,1,58,109,217,0.0338,solved
most-conflicts,8,8,0.1,10,18,1,58,261,521,0.0981,solved
cardinal,8,8,0.1,10,18,1,58,19,37,0.0075,solved
learned-linear,8,8,0.1,10,18,1,58,12,23,0.0052,solved
learned-mlp,8,8,0.1,10,18,1,58,15,29,0.0059,solved
first,8,8,0.1,10,19,0,,3000,6001,0.8343,node_limit
random,8,8,0.1,10,19,1,58,461,921,0.1628,solved
earliest,8,8,0.1,10,19,0,,3000,6001,0.834,node_limit
most-conflicts,8,8,0.1,10,19,0,,3000,6001,1.0064,node_limit
cardinal,8,8,0.1,10,19,1,58,26,51,0.0116,solved
learned-linear,8,8,0.1,10,19,1,58,29,57,0.0144,solved
learned-mlp,8,8,0.1,10,19,1,58,36,71,0.0172,solved
first,8,8,0.1,12,0,1,73,15,29,0.0066,solved
random,8,8,0.1,12,0,1,73,14,27,0.0056,solved
earliest,8,8,0.1,12,0,1,73,14,27,0.0055,solved
most-conflicts,8,8,0.1,12,0,1,73,16,31,0.0061,solved
cardinal,8,8,0.1,12,0,1,73,13,25,0.0063,solved
learned-linear,8,8,0.1,12,0,1,73,18,35,0.0093,solved
learned-mlp,8,8,0.1,12,0,1,73,12,23,0.0067,solved
first,8,8,0.1,12,1,0,,3000,6001,2.0778,node_limit
random,8,8,0.1,12,1,0,,3000,6001,1.8923,node_limit
earliest,8,8,0.1,12,1,0,,3000,6001,1.7522,node_limit
most-conflicts,8,8,0.1,12,1,0,,3000,6001,2.1071,node_limit
cardinal,8,8,0.1,12,1,1,94,180,359,0.1539,solved
learned-linear,8,8,0.1,12,1,0,,3000,6001,3.1543,node_limit
learned-mlp,8,8,0.1,12,1,0,,3000,6001,2.6402,node_limit
first,8,8,0.1,12,2,1,61,305,609,0.091,solved
random,8,8,0.1,12,2,1,61,1977,3953,0.5906,solved
earliest,8,8,0.1,12,2,1,61,478,955,0.1368,solved
most-conflicts,8,8,0.1,12,2,1,61,1140,2279,0.339,solved
cardinal,8,8,0.1,12,2,1,61,98,195,0.0314,solved
learned-linear,8,8,0.1,12,2,1,61,1350,2699,0.5115,solved
learned-mlp,8,8,0.1,12,2,1,61,632,1263,0.2325,solved
first,8,8,0.1,12,3,1,75,96,191,0.0498,solved
random,8,8,0.1,12,3,1,75,861,1721,0.351,solved
earliest,8,8,0.1,12,3,0,,3000,6001,1.1402,node_limit
most-conflicts,8,8,0.1,12,3,1,75,1096,2191,0.4765,solved
cardinal,8,8,0.1,12,3,1,75,101,201,0.0482,solved
learned-linear,8,8,0.1,12,3,1,75,665,1329,0.3578,solved
learned-mlp,8,8,0.1,12,3,1,75,374,747,0.2121,solved
first,8,8,0.1,12,4,1,75,9,17,0.0031,solved
random,8,8,0.1,12,4,1,75,19,37,0.0057,solved
earliest,8,8,0.1,12,4,1,75,8,15,0.0026,solved
most-conflicts,8,8,0.1,12,4,1,75,21,41,0.0063,solved
cardinal,8,8,0.1,12,4,1,75,9,17,0.004,solved
learned-linear,8,8,0.1,12,4,1,75,12,23,0.0055,solved
learned-mlp,8,8,0.1,12,4,1,75,7,13,0.0031,solved
first,8,8,0.1,12,5,1,86,239,477,0.0817,solved
random,8,8,0.1,12,5,0,,3000,6001,1.2094,node_limit
earliest,8,8,0.1,12,5,0,,3000,6001,1.1488,node_limit
most-conflicts,8,8,0.1,12,5,0,,3000,6001,1.3499,node_limit
cardinal,8,8,0.1,12,5,1,86,36,71,0.0207,solved
learned-linear,8,8,0.1,12,5,1,86,2097,4193,1.0482,solved
learned-mlp,8,8,0.1,12,5,1,86,35,69,0.023,solved
first,8,8,0.1,12,6,1,54,42,83,0.0151,solved
random,8,8,0.1,12,6,1,54,56,111,0.0209,solved
earliest,8,8,0.1,12,6,1,54,20,39,0.0078,solved
most-conflicts,8,8,0.1,12,6,1,54,26,51,0.0099,solved
cardinal,8,8,0.1,12,6,1,54,14,27,0.0067,solved
learned-linear,8,8,0.1,12,6,1,54,30,59,0.0128,solved
learned-mlp,8,8,0.1,12,6,1,54,32,63,0.015,solved
first,8,8,0.1,12,7,1,80,587,1173,0.2245,solved
random,8,8,0.1,12,7,0,,3000,6001,1.1372,node_limit
earliest,8,8,0.1,12,7,1,80,133,265,0.048,solved
most-conflicts,8,8,0.1,12,7,0,,3000,6001,1.1878,node_limit
cardinal,8,8,0.1,12,7,1,80,24,47,0.0108,solved
learned-linear,8,8,0.1,12,7,1,80,86,171,0.04,solved
learned-mlp,8,8,0.1,12,7,1,80,903,1805,0.4322,solved
first,8,8,0.1,12,8,0,,3000,6001,1.6088,node_limit
random,8,8,0.1,12,8,0,,3000,6001,1.217,node_limit
earliest,8,8,0.1,12,8,0,,3000,6001,1.1974,node_limit
most-conflicts,8,8,0.1,12,8,0,,3000,6001,1.23,node_limit
cardinal,8,8,0.1,12,8,1,73,929,1857,0.4023,solved
learned-linear,8,8,0.1,12,8,1,73,1116,2231,0.7955,solved
learned-mlp,8,8,0.1,12,8,1,73,408,815,0.3503,solved
first,8,8,0.1,12,9,1,66,35,69,0.0109,solved
random,8,8,0.1,12,9,1,66,201,401,0.0565,solved
earliest,8,8,0.1,12,9,1,66,321,641,0.092,solved
most-conflicts,8,8,0.1,12,9,1,66,196,391,0.0559,solved
cardinal,8,8,0.1,12,9,1,66,36,71,0.014,solved
learned-linear,8,8,0.1,12,9,1,66,41,81,0.0175,solved
learned-mlp,8,8,0.1,12,9,1,66,56,111,0.0238,solved
first,8,8,0.1,12,10,0,,3000,5994,1.0485,node_limit
random,8,8,0.1,12,10,0,,3000,6000,1.141,node_limit
earliest,8,8,0.1,12,10,0,,3000,6000,1.0034,node_limit
most-conflicts,8,8,0.1,12,10,0,,3000,6001,1.1816,node_limit
cardinal,8,8,0.1,12,10,0,,3000,6001,1.3641,node_limit
learned-linear,8,8,0.1,12,10,0,,3000,6001,1.7931,node_limit
learned-mlp,8,8,0.1,12,10,0,,3000,6001,1.649,node_limit
first,8,8,0.1,12,11,1,61,171,341,0.0646,solved
random,8,8,0.1,12,11,1,61,253,505,0.0887,solved
earliest,8,8,0.1,12,11,1,61,191,381,0.0622,solved
most-conflicts,8,8,0.1,12,11,1,61,511,1021,0.2039,solved
cardinal,8,8,0.1,12,11,1,61,126,251,0.0507,solved
learned-linear,8,8,0.1,12,11,1,61,127,253,0.0547,solved
learned-mlp,8,8,0.1,12,11,1,61,446,891,0.1974,solved
first,8,8,0.1,12,12,1,75,659,1317,0.2124,solved
random,8,8,0.1,12,12,1,75,929,1857,0.3143,solved
earliest,8,8,0.1,12,12,1,75,264,527,0.0825,solved
most-conflicts,8,8,0.1,12,12,1,75,481,961,0.1562,solved
cardinal,8,8,0.1,12,12,1,75,105,209,0.0396,solved
learned-linear,8,8,0.1,12,12,1,75,2176,4351,0.8376,solved
learned-mlp,8,8,0.1,12,12,1,75,1644,3287,0.6545,solved
